gene	rice-defline
GRMZM2G377600	40S ribosomal protein S27, putative, expressed
GRMZM2G377609	uroporphyrinogen decarboxylase, putative, expressed
GRMZM2G377613	transcription factor HBP-1b, putative, expressed
GRMZM2G377615	ATROPGEF7/ROPGEF7, putative, expressed
GRMZM2G377619	peptidyl-prolyl cis-trans isomerase, FKBP-type, putative, expressed
GRMZM2G377624	serine hydroxymethyltransferase, mitochondrial precursor, putative, expressed
GRMZM2G377641	lipase class 3 family protein, putative, expressed
GRMZM2G377647	expressed protein
GRMZM2G377663	heavy metal-associated domain containing protein, expressed
GRMZM2G377686	expressed protein
GRMZM2G377690	HEAT repeat family protein, putative, expressed
GRMZM2G377694	expressed protein
GRMZM2G377761	polynucleotide phosphorylase, putative, expressed
GRMZM2G377780	OsSub27 - Putative Subtilisin homologue, expressed
GRMZM2G377797	ribosomal protein, putative, expressed
GRMZM2G377847	expressed protein
GRMZM2G377855	photosystem I reaction center subunit, chloroplast precursor, putative, expressed
GRMZM2G377862	expressed protein
GRMZM2G377887	PHD-finger domain containing protein, expressed
GRMZM2G377889	ulp1 protease family, C-terminal catalytic domain containing protein, expressed
GRMZM2G377904	protein phosphatase 2C, putative, expressed
GRMZM2G377944	genetic modifier, putative, expressed
GRMZM2G378019	ulp1 protease family, C-terminal catalytic domain containing protein, expressed
GRMZM2G378027	Homeobox domain containing protein, expressed
GRMZM2G378040	HD domain containing protein 2, putative, expressed
GRMZM2G378054	zinc finger, C3HC4 type, putative, expressed
GRMZM2G378073	regulatory protein, putative, expressed
GRMZM2G378088	myb-like DNA-binding domain containing protein, expressed
GRMZM2G378106	OsGH3.8 - Probable indole-3-acetic acid-amido synthetase, expressed
GRMZM2G378121	vesicle transport protein GOT1B, putative, expressed
GRMZM2G378167	expressed protein
GRMZM2G378301	ulp1 protease family, C-terminal catalytic domain containing protein, expressed
GRMZM2G378340	hAT dimerisation domain containing protein, expressed
GRMZM2G378402	UTP--glucose-1-phosphate uridylyltransferase, putative, expressed
GRMZM2G378442	VQ domain containing protein, putative, expressed
GRMZM2G378452	serine/threonine-protein kinase receptor precursor, putative, expressed
GRMZM2G378490	dof zinc finger domain containing protein, putative, expressed
GRMZM2G378515	14-3-3 protein, putative, expressed
GRMZM2G378547	protein kinase, putative, expressed
GRMZM2G378580	auxin response factor, putative, expressed
GRMZM2G378604	peptide transporter PTR2, putative, expressed
GRMZM2G378653	helix-loop-helix DNA-binding, putative, expressed
GRMZM2G378665	E2F family transcription factor protein, putative, expressed
GRMZM2G378695	hAT dimerisation domain-containing protein, putative, expressed
GRMZM2G378717	aspartyl-tRNA synthetase, putative, expressed
GRMZM2G378748	glycosyltransferase, putative, expressed
GRMZM2G378762	expressed protein
GRMZM2G378768	AMP deaminase, putative, expressed
GRMZM2G378770	60S acidic ribosomal protein, putative, expressed
GRMZM2G378774	B4-BTB4 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with B4 subfamily conserved sequence, expressed
GRMZM2G378836	CESA3 - cellulose synthase, expressed
GRMZM2G378852	STE_MEKK_ste11_MAP3K.13 - STE kinases include homologs to sterile 7, sterile 11 and sterile 20 from yeast, expressed
GRMZM2G378872	serine/threonine-protein kinase Cx32, chloroplast precursor, putative, expressed
GRMZM2G378883	CRAL/TRIO domain containing protein, expressed
GRMZM2G378906	coatomer subunit beta-1, putative, expressed
GRMZM2G378907	OsFBT5 - F-box and tubby domain containing protein, expressed
GRMZM2G378931	semialdehyde dehydrogenase, NAD binding domain containing protein, putative, expressed
GRMZM2G378939	lipase precursor, putative, expressed
GRMZM2G378948	powdery mildew resistance protein PM3b, putative, expressed
GRMZM2G378949	CAMK_CAMK_like.40 - CAMK includes calcium/calmodulin depedent protein kinases, expressed
GRMZM2G378994	DNA-directed RNA polymerase I subunit RPA2, putative, expressed
GRMZM2G379002	OsCttP2 - Putative C-terminal processing peptidase homologue, expressed
GRMZM2G379005	GATA zinc finger domain containing protein, expressed
GRMZM2G379021	diphthamide biosynthesis protein, putative, expressed
GRMZM2G379035	LTPL67 - Protease inhibitor/seed storage/LTP family protein precursor, expressed
GRMZM2G379053	zeaxanthin epoxidase, chloroplast precursor, putative, expressed
GRMZM2G379128	pentatricopeptide repeat-containing protein, putative, expressed
GRMZM2G379144	expressed protein
GRMZM2G379167	myb-like DNA-binding domain containing protein, expressed
GRMZM2G379179	transcription factor like protein, putative, expressed
GRMZM2G379189	homeobox domain containing protein, expressed
GRMZM2G379217	phosphoribosylformylglycinamidine synthase, putative, expressed
GRMZM2G379219	glutathione synthetase, chloroplast precursor, putative, expressed
GRMZM2G379237	transposon protein, putative, unclassified, expressed
GRMZM2G379252	glutathione synthetase, chloroplast precursor, putative, expressed
GRMZM2G379271	1-deoxy-D-xylulose 5-phosphate reductoisomerase, chloroplast precursor, putative, expressed
GRMZM2G379280	YT521-B, putative, expressed
GRMZM2G379286	metallo-beta-lactamase family protein, putative, expressed
GRMZM2G379295	expressed protein
GRMZM2G379327	expressed protein
GRMZM2G379348	metal cation transporter, putative, expressed
GRMZM2G379375	expressed protein
GRMZM2G379415	VIP4, putative, expressed
GRMZM2G379428	DNA-binding protein-like, putative, expressed
GRMZM2G379445	ABC transporter, ATP-binding protein, putative, expressed
GRMZM2G379452	retrotransposon protein, putative, unclassified, expressed
GRMZM2G379463	HAD-superfamily hydrolase, subfamily IA, variant 3 containing protein, expressed
GRMZM2G379490	OsSAUR30 - Auxin-responsive SAUR gene family member, expressed
GRMZM2G379499	heat- and acid-stable phosphoprotein, putative, expressed
GRMZM2G379540	OsRhmbd11 - Putative Rhomboid homologue, expressed
GRMZM2G379550	microtubule associated protein, putative, expressed
GRMZM2G379563	senescence-inducible chloroplast stay-green protein 1, putative, expressed
GRMZM2G379575	expressed protein
GRMZM2G379577	glycosyl transferase family 8, putative, expressed
GRMZM2G379608	no apical meristem protein, putative, expressed
GRMZM2G379613	uvrB/uvrC motif family protein, expressed
GRMZM2G379638	expressed protein
GRMZM2G379652	expressed protein
GRMZM2G379656	two-component response regulator, putative, expressed
GRMZM2G379661	B3 DNA binding domain containing protein, expressed
GRMZM2G379686	cation efflux family protein, putative, expressed
GRMZM2G379731	histone acetyltransferase HAC1, putative, expressed
GRMZM2G379754	POLE1 - Putative DNA polymerase epsilon catalytic subunit, expressed
GRMZM2G379758	eukaryotic translation initiation factor 3 subunit C, putative, expressed
GRMZM2G379760	Spc97 / Spc98 family protein, putative, expressed
GRMZM2G379764	glycosyl hydrolase family 10 protein, putative, expressed
GRMZM2G379770	RGH1A, putative, expressed
GRMZM2G379773	GDSL-like lipase/acylhydrolase, putative, expressed
GRMZM2G379780	TKL_IRAK_DUF26-ld.5 - DUF26 kinases have homology to DUF26 containing loci, expressed
GRMZM2G379804	OsFBO7 - F-box and other domain containing protein, expressed
GRMZM2G379821	eukaryotic translation initiation factor 4G, putative, expressed
GRMZM2G379835	harpin-induced protein 1 domain containing protein, expressed
GRMZM2G379898	LTPL116 - Protease inhibitor/seed storage/LTP family protein precursor, expressed
GRMZM2G379899	GRAM and C2 domains containing protein, putative, expressed
GRMZM2G379913	HEAT repeat family protein, putative, expressed
GRMZM2G379918	harpin-induced protein 1 domain containing protein, expressed
GRMZM2G379929	HEAT repeat family protein, putative, expressed
GRMZM2G379964	AAA-type ATPase family protein, putative, expressed
GRMZM2G380014	DnaK family protein, putative, expressed
GRMZM2G380015	expressed protein
GRMZM2G380078	CAMK_CAMK_like_ULKh_APGy.2 - CAMK includes calcium/calmodulin depedent protein kinases, expressed
GRMZM2G380088	cytidine/deoxycytidylate deaminase, putative, expressed
GRMZM2G380094	transcription factor like protein, putative, expressed
GRMZM2G380133	DTW domain containing protein, putative, expressed
GRMZM2G380152	ribosomal protein S2, putative, expressed
GRMZM2G380177	hydrolase, acting on carbon-nitrogen, putative, expressed
GRMZM2G380184	cullin, putative, expressed
GRMZM2G380195	expressed protein
GRMZM2G380197	glycosyltransferase family 43 protein, putative, expressed
GRMZM2G380227	serine/threonine-protein kinase NAK, putative, expressed
GRMZM2G380242	C2 domain containing protein, putative, expressed
GRMZM2G380247	peroxidase precursor, putative, expressed
GRMZM2G380284	pectinesterase inhibitor domain containing protein, putative, expressed
GRMZM2G380286	alcohol oxidase, putative, expressed
GRMZM2G380291	expressed protein
GRMZM2G380297	SWIB/MDM2 domain containing protein, expressed
GRMZM2G380341	ribosomal protein, putative, expressed
GRMZM2G380361	nonsense-mediated decay UPF3, putative, expressed
GRMZM2G380363	tetratricopeptide repeat domain containing protein, expressed
GRMZM2G380377	dehydration-responsive element-binding protein, putative, expressed
GRMZM2G380414	ultraviolet-B-repressible protein, putative, expressed
GRMZM2G380419	ATP-binding cassette sub-family E member 1, putative, expressed
GRMZM2G380424	retrotransposon protein, putative, unclassified, expressed
GRMZM2G380432	phosphate-induced protein 1 conserved region domain containing protein, expressed
GRMZM2G380438	aldehyde dehydrogenase, putative, expressed
GRMZM2G380456	expressed protein
GRMZM2G380457	expressed protein
GRMZM2G380487	transposon protein, putative, unclassified, expressed
GRMZM2G380494	transposon protein, putative, unclassified, expressed
GRMZM2G380515	ZOS2-02 - C2H2 zinc finger protein, expressed
GRMZM2G380518	expressed protein
GRMZM2G380561	glycosyl hydrolases family 17, putative, expressed
GRMZM2G380582	expressed protein
GRMZM2G380605	retrotransposon protein, putative, unclassified, expressed
GRMZM2G380616	expressed protein
GRMZM2G380619	HECT-domain domain containing protein, expressed
GRMZM2G380650	stilbene synthase, putative, expressed
GRMZM2G380665	expressed protein
GRMZM2G380668	expressed protein
GRMZM2G380687	expressed protein
GRMZM2G380732	expressed protein
GRMZM2G380738	expressed protein
GRMZM2G380784	plant protein of unknown function domain containing protein, expressed
GRMZM2G380789	haemolysin-III, putative, expressed
GRMZM2G380881	retrotransposon protein, putative, unclassified, expressed
GRMZM2G380889	heat shock protein DnaJ, putative, expressed
GRMZM2G380897	zinc finger, C3HC4 type domain containing protein, expressed
GRMZM2G380903	inorganic H+ pyrophosphatase, putative, expressed
GRMZM2G380910	peptidyl-prolyl isomerase, putative, expressed
GRMZM2G380955	zinc finger, RING-type, putative, expressed
GRMZM2G381019	OsFBLD9 - F-box, LRR and FBD domain containing protein, expressed
GRMZM2G381025	anthocyanidin 5,3-O-glucosyltransferase, putative, expressed
GRMZM2G381051	acyl-coenzyme A dehydrogenase, mitochondrial precursor, putative, expressed
GRMZM2G381059	leucine-rich repeat family protein, putative, expressed
GRMZM2G381071	EF hand family protein, putative, expressed
GRMZM2G381076	protein kinase, putative, expressed
GRMZM2G381086	lectin protein kinase family protein, putative, expressed
GRMZM2G381129	proline synthetase co-transcribed bacterial homolog protein, putative, expressed
GRMZM2G381168	flap endonuclease, putative, expressed
GRMZM2G381169	Inositol 1, 3, 4-trisphosphate 5/6-kinase, putative, expressed
GRMZM2G381267	expressed protein
GRMZM2G381283	expressed protein
GRMZM2G381370	sec20 domain containing protein, expressed
GRMZM2G381376	S-adenosylmethionine synthetase, putative, expressed
GRMZM2G381378	WRKY47, expressed
GRMZM2G381386	helicase conserved C-terminal domain containing protein, expressed
GRMZM2G381395	DNA-directed RNA polymerase 1B, mitochondrial precursor, putative, expressed
GRMZM2G381402	SNF2 family N-terminal domain containing protein, expressed
GRMZM2G381404	expressed protein
GRMZM2G381429	resistance protein, putative, expressed
GRMZM2G381441	AP2 domain containing protein, expressed
GRMZM2G381453	transporter family protein, putative, expressed
GRMZM2G381470	DEAD/DEAH box helicase domain containing protein, expressed
GRMZM2G381473	NAD dependent epimerase/dehydratase family domain containing protein, expressed
GRMZM2G381483	glycosyl transferase, group 1 domain containing protein, expressed
GRMZM2G381500	TKL_IRAK_DUF26-la.1 - DUF26 kinases have homology to DUF26 containing loci, expressed
GRMZM2G381576	ATPase, putative, expressed
GRMZM2G381638	ZOS9-07 - C2H2 zinc finger protein, expressed
GRMZM2G381649	SNF7 domain containing protein, putative, expressed
GRMZM2G381691	CCT motif family protein, expressed
GRMZM2G381709	ubiquitin conjugating enzyme protein, putative, expressed
GRMZM2G381739	aspartyl protease family protein, putative, expressed
GRMZM2G381744	T-complex protein, putative, expressed
GRMZM2G381748	calcineurin B, putative, expressed
GRMZM2G381759	dnaJ domain containing protein, expressed
GRMZM2G381766	lectin-like receptor kinase, putative, expressed
GRMZM2G381779	expressed protein
GRMZM2G381782	beta-glucan-binding protein 4, putative, expressed
GRMZM2G381822	ORC3 - Putative origin recognition complex subunit 3, expressed
GRMZM2G381838	expressed protein
GRMZM2G381842	nuclear antigen, putative, expressed
GRMZM2G381924	inorganic H+ pyrophosphatase, putative, expressed
GRMZM2G381926	inorganic H+ pyrophosphatase, putative, expressed
GRMZM2G381933	phosphoadenosine phosphosulfate, putative, expressed
GRMZM2G382009	inhibitor I family protein, putative, expressed
GRMZM2G382029	transposon protein, putative, CACTA, En/Spm sub-class, expressed
GRMZM2G382035	expressed protein
GRMZM2G382038	NAD dependent epimerase/dehydratase family domain containing protein, expressed
GRMZM2G382052	peptidyl-prolyl cis-trans isomerase, FKBP-type, putative, expressed
GRMZM2G382068	pentatricopeptide, putative, expressed
GRMZM2G382077	OsPP2Ac-4 - Phosphatase 2A isoform 4 belonging to family 2, expressed
GRMZM2G382104	protein kinase family protein, putative, expressed
GRMZM2G382106	heat shock protein DnaJ, putative, expressed
